8.400000000000000000e+01,1.363127629057428125e+00,8.652383335563991546e-06,4.252365979891330738e-06,1.290474931545532313e-05,1.411649248999999884e-01,3.367931423799999990e+00
7.500000000000000000e+01,1.746360625898373042e+00,3.222382151950637783e-06,7.424299705356591868e-06,1.064668185730722880e-05,1.293013219999999963e-01,3.307727746099999866e+00
7.400000000000000000e+01,1.548226540972169163e+00,4.934363152016457731e-06,1.371756249408330682e-05,1.865192564609976286e-05,1.551833417000000048e-01,3.098233260899999841e+00
3.600000000000000000e+01,2.144298013576268591e+00,1.905322014139990000e-06,5.478129538125098624e-06,7.383451552265088412e-06,1.059191366000000051e-01,3.636825895699999922e+00
1.410000000000000000e+02,1.774443206382378069e+00,4.480699852176091406e-06,1.201407175162934591e-05,1.649477160380543816e-05,1.456007441000000124e-01,3.300041251700000178e+00
6.200000000000000000e+01,1.227795814298546118e+00,1.696864415917066045e-06,3.098969555703741749e-06,4.795833971620807794e-06,2.402095639999999865e-01,2.749407033599999828e+00
8.100000000000000000e+01,2.330522286322302961e+00,3.106896465473158582e-06,4.901334988671009606e-06,8.008231454144169035e-06,1.440550878999999895e-01,3.356402844299999799e+00
8.300000000000000000e+01,2.499970127230029426e+00,3.416228711080240776e-06,4.731416562093967156e-06,8.147645273174208356e-06,7.183655719999999800e-02,4.166003236699999945e+00
8.200000000000000000e+01,2.289402502931494610e+00,7.684887779336950267e-06,2.079102092884432517e-05,2.847590870818127374e-05,2.447647259999999880e-01,2.823954598599999866e+00
1.090000000000000000e+02,1.506722740427673735e+00,2.678688446468095166e-04,4.416115925566206304e-05,3.120300039024715864e-04,2.313500035000000121e-01,2.620014460799999778e+00
8.000000000000000000e+01,1.867614942285802160e+00,1.032392213698731113e-05,1.041038180744455260e-05,2.073430394443186373e-05,1.189523804000000018e-01,3.386948334299999974e+00
5.000000000000000000e+01,1.802138781858584782e+00,1.195678549262133924e-05,2.685246681056201702e-05,3.880925230318335795e-05,1.053115562999999977e-01,3.736755584199999980e+00
4.700000000000000000e+01,1.322004042535833479e+00,6.881683368392966033e-06,4.016549169580767162e-05,4.704717506420063596e-05,1.577844710000000095e-01,3.085996660100000177e+00
2.800000000000000000e+01,1.246726863697211751e+00,1.720229309428549729e-06,6.404591735091589499e-06,8.124821044520139440e-06,1.888001290999999915e-01,2.877607342100000132e+00
7.900000000000000000e+01,1.421122707440042765e+00,1.841009461916744337e-06,9.485991073598622341e-06,1.132700053551536626e-05,1.205770189999999936e-01,3.783743190400000067e+00
2.500000000000000000e+01,1.379641095183628874e+00,1.059964502872681948e-06,4.527166068324720016e-06,5.587130571197402176e-06,1.453150109000000134e-01,3.092670435800000117e+00
6.300000000000000000e+01,1.724983631832045061e+00,8.934927433014365852e-05,3.046084120660076531e-05,1.198101155367444306e-04,1.052822946000000065e-01,3.529961962099999795e+00
2.700000000000000000e+01,1.805275961529165585e+00,7.025042674152798051e-06,9.018092031928291039e-06,1.604313470608108994e-05,2.240407496000000054e-01,2.752103805800000025e+00
2.600000000000000000e+01,1.782136805196509410e+00,7.207974270360066620e-07,4.176595566848766155e-06,4.897392993884772712e-06,1.528359586999999964e-01,3.128366424799999823e+00
6.500000000000000000e+01,1.685859015573322184e+00,9.861595800512148056e-06,1.720164658862732932e-05,2.706324238913947568e-05,8.214827130000000588e-02,3.942624981599999856e+00
7.700000000000000000e+01,2.139331489903014472e+00,1.418524284740305241e-05,1.330341802892461623e-05,2.748866087632766695e-05,1.781746687999999912e-01,3.134477710100000092e+00
6.400000000000000000e+01,1.490566494234291550e+00,3.191615575681367626e-06,4.849649982584377725e-06,8.041265558265745775e-06,1.525864932000000063e-01,2.913477550400000116e+00
2.200000000000000000e+01,2.265274844605761562e+00,9.294700036220701899e-06,9.310292104944240758e-06,1.860499214116494266e-05,1.614358368000000099e-01,3.221562347599999931e+00
1.040000000000000000e+02,1.305365973316115147e+00,3.447546234041779293e-06,8.883388352359106855e-06,1.233093458640088615e-05,1.966277674999999947e-01,3.042288480899999925e+00
2.100000000000000000e+01,1.872050093411549154e+00,1.614096313823677284e-06,9.227720999634212760e-06,1.084181731345788962e-05,2.096793429000000097e-01,2.969263533399999933e+00
9.900000000000000000e+01,2.086637989734074328e+00,3.596118705491363976e-06,9.960039326016997482e-06,1.355615803150836103e-05,1.960252378000000018e-01,2.663782126000000083e+00
9.800000000000000000e+01,2.192269087306788045e+00,1.206671427005950219e-04,2.333177573787390119e-05,1.439989184384689129e-04,7.896007019999999599e-02,3.977613942400000102e+00
4.600000000000000000e+01,1.763519523262618627e+00,9.052579618369882260e-06,1.766665043904579069e-05,2.671923005741567295e-05,1.540959184000000037e-01,3.356812855099999826e+00
1.310000000000000000e+02,1.974128230242707005e+00,9.732324775758147171e-07,4.723006764242035329e-06,5.696239241817850258e-06,1.480861743000000119e-01,3.815053213500000151e+00
4.900000000000000000e+01,1.867418927447395127e+00,6.839983740958986605e-06,1.942581107152366164e-05,2.626579481248264824e-05,1.170763100000000029e-01,3.695552101600000139e+00
1.430000000000000000e+02,1.299939277810224336e+00,1.302037912469093067e-06,8.445627771227806252e-06,9.747665683696899743e-06,4.904829089999999947e-02,5.066694401700000405e+00
4.800000000000000000e+01,1.650798541474618908e+00,3.331458140825110865e-06,6.095158133790586840e-06,9.426616274615697282e-06,1.429852527000000095e-01,3.462461913599999885e+00
1.300000000000000000e+02,2.046823304374362884e+00,2.763029758380495890e-06,1.112117975370682026e-05,1.388420951208731700e-05,1.312385269000000132e-01,3.710649062399999920e+00
6.000000000000000000e+01,1.875529403277160778e+00,1.127710064614425988e-05,1.496258831633406310e-05,2.623968896247832298e-05,1.471672082999999909e-01,3.175205260999999890e+00
1.200000000000000000e+01,1.895281882365533299e+00,1.800875543224329789e-06,8.871924188542860658e-06,1.067279973176719045e-05,9.143755060000000046e-02,3.795004450600000023e+00
1.160000000000000000e+02,1.501738653696237158e+00,3.149021000562126842e-06,1.321985671626533429e-05,1.636887771682746156e-05,1.955850775000000097e-01,2.654085663500000081e+00
1.060000000000000000e+02,1.426742514008328300e+00,8.000425777313525328e-07,9.476707970257541370e-06,1.027675054798889306e-05,1.761365343000000083e-01,2.774453189900000005e+00
5.400000000000000000e+01,1.765152063660632820e+00,6.723364349360560359e-07,5.969746968207688147e-06,6.642083403143744395e-06,1.370808886999999865e-01,3.338157485900000054e+00
1.140000000000000000e+02,2.294511743584122243e+00,3.600537098605725481e-05,9.073620484575109979e-06,4.507899147063236479e-05,8.056065490000000051e-02,4.104328014900000099e+00
5.300000000000000000e+01,1.677024367189863696e+00,1.138173906372389442e-05,1.137716985871016240e-05,2.275890892243405682e-05,1.131340242000000024e-01,3.539404978999999951e+00
1.340000000000000000e+02,1.805491430253755691e+00,1.341039997562750570e-05,1.072070915256920939e-05,2.413110912819671678e-05,1.152076535000000068e-01,3.603432828199999882e+00
6.000000000000000000e+00,2.020142380647415248e+00,6.854429585071161811e-06,7.159998492470419322e-06,1.401442807754158113e-05,9.731560342999999724e-01,1.383406809000000126e-01
1.240000000000000000e+02,1.755350433422534495e+00,7.155770841866343176e-05,6.064353449745984380e-05,1.322012429161232823e-04,1.348120268999999927e-01,3.247330684500000064e+00
1.000000000000000000e+00,1.551723960420779314e+00,1.354862745850545806e-06,6.612132949964200222e-06,7.966995695814746875e-06,1.378763591999999927e-01,3.470549759399999878e+00
3.000000000000000000e+00,1.421408535515529925e+00,2.361311204306049073e-05,2.492018249629598370e-05,4.853329453935647782e-05,1.164865957000000007e-01,3.763648721900000105e+00
1.190000000000000000e+02,1.977154167630004400e+00,1.166320396060478614e-06,5.629843884447975635e-06,6.796164280508454672e-06,9.460290740000000531e-02,4.168340504199999685e+00
1.000000000000000000e+02,1.348182551352151926e+00,9.239395257151151899e-05,1.984992431602056596e-05,1.122438768875320850e-04,9.942857139999999871e-02,3.713422848100000007e+00
2.300000000000000000e+01,2.193796064649697453e+00,2.331916723620325701e-06,3.810682077723966145e-06,6.142598801344292269e-06,7.279640510000000286e-02,4.016661590100000012e+00
1.360000000000000000e+02,2.004111283681626610e+00,1.075332240298585463e-05,6.180969372155466177e-06,1.693429177514132081e-05,5.333897049999999918e-02,4.889238213099999619e+00
9.400000000000000000e+01,1.670132305002134832e+00,5.220921676355761593e-07,3.660068119089937094e-06,4.182160286725513042e-06,1.589846044999999874e-01,3.141849067799999951e+00
2.400000000000000000e+01,2.066029013436313733e+00,6.785376381996170941e-06,7.053200348582186569e-06,1.383857673057835751e-05,8.049359020000000642e-02,3.869086138600000169e+00
9.500000000000000000e+01,1.933211172926061705e+00,6.017625308489864246e-06,8.045098628859838347e-06,1.406272393734970175e-05,1.024492711000000028e-01,3.826604236500000145e+00
9.000000000000000000e+00,1.526676728927041093e+00,6.384540422632631878e-07,3.430886859301821900e-06,4.069340901565085512e-06,1.425453496000000098e-01,3.254596872600000079e+00
