1.000000000000000000e+01,1.048326833412942971e+00,1.142395095130158213e-06,9.423811686032247946e-06,1.056620678116240552e-05,8.889229619999999832e-02,3.836962046300000040e+00
7.000000000000000000e+00,1.899545351786780634e+00,1.705638516109755759e-06,8.184173970166495917e-06,9.889812486276252523e-06,1.251174300000000017e-01,3.321366233100000009e+00
1.260000000000000000e+02,1.792561912902746801e+00,9.015434410567165849e-06,9.503603010804762257e-06,1.851903742137192641e-05,1.517766227000000023e-01,3.587344009400000200e+00
1.280000000000000000e+02,1.849562216263519021e+00,1.018668861496767396e-05,1.604289604523646630e-05,2.622958466020414026e-05,8.905972930000000121e-02,3.997745549599999837e+00
2.000000000000000000e+01,1.901752124807623012e+00,5.639432931488884421e-06,1.029143565334886905e-05,1.593086858483775347e-05,1.360903645000000051e-01,3.383223262400000042e+00
1.370000000000000000e+02,2.027033367755996629e+00,3.938306628021736347e-05,9.229761737238684281e-06,4.861282801745604775e-05,8.965125879999999436e-02,3.971827767200000192e+00
5.100000000000000000e+01,1.764306037220730872e+00,1.462267351796336546e-05,1.827254092333271737e-05,3.289521444129608283e-05,7.689324740000000324e-02,4.083503919700000040e+00
1.290000000000000000e+02,1.562424630957873095e+00,7.672006190289495735e-05,3.128800145985184792e-05,1.080080633627468120e-04,1.113197939000000053e-01,3.633719929200000198e+00
1.050000000000000000e+02,1.769791293477375183e+00,3.379179298495197751e-06,7.632143834911414790e-06,1.101132313340661212e-05,1.020899143000000009e-01,3.624529965899999873e+00
1.420000000000000000e+02,1.743444237246259743e+00,5.563522429766170051e-05,1.402645103474712067e-05,6.966167533240881949e-05,8.051615199999999362e-02,4.326728762800000183e+00
1.320000000000000000e+02,2.068460699977889838e+00,4.156259875759044593e-06,8.096955671480678880e-06,1.225321554723972432e-05,1.630182316999999881e-01,3.118102757199999964e+00
1.700000000000000000e+01,1.848187928738948438e+00,1.017445539112626828e-05,1.229266398791540457e-05,2.246711937904167285e-05,1.237855711999999997e-01,3.242504236499999859e+00
